date,temperature,humidity,rainfall,pressure
2023-03-27,27.5,84.1,5.052,1008.6
2023-03-28,27.3,87.3,0.009,1009.2
2023-03-29,26.8,85.8,8.39,1009.6
2023-03-30,26.8,88.8,3.975,1008.5
2023-03-31,28.4,77.0,0.24,1009.1
2023-04-01,27.3,80.4,1.001,1009.4
2023-04-02,28.0,81.1,0.0,1008.1
2023-04-03,28.0,77.0,17.454,1008.7
2023-04-04,28.5,74.5,0.0,1009.0
2023-04-05,28.7,71.8,0.0,1008.8
2023-04-06,29.3,63.6,0.0,1009.6
2023-04-07,29.0,67.6,0.0,1010.1
2023-04-08,28.7,74.8,0.0,1010.7
2023-04-09,28.9,75.6,0.005,1010.8
2023-04-10,28.1,79.4,2.99,1010.4
2023-04-11,28.3,78.3,0.036,1009.2
2023-04-12,29.0,73.7,0.095,1008.5
2023-04-13,28.8,74.4,0.015,1008.8
2023-04-14,28.2,81.0,64.723,1008.9
2023-04-15,28.6,79.6,1.93,1008.5
2023-04-16,28.6,78.2,12.03,1008.5
2023-04-17,29.4,76.3,0.0,1009.6
2023-04-18,29.3,79.1,13.021,1010.3
2023-04-19,29.0,80.6,29.46,1008.2
2023-04-20,28.8,83.0,3.861,1006.7
2023-04-21,29.1,79.5,2.236,1007.5
2023-04-22,29.7,77.4,0.035,1007.4
2023-04-23,29.3,79.6,3.927,1008.5
2023-04-24,29.2,79.2,10.038,1008.5
2023-04-25,28.6,79.1,0.009,1008.2
2023-04-26,28.4,82.4,0.978,1007.8
2023-04-27,29.4,78.1,0.001,1007.9
2023-04-28,29.2,79.7,0.443,1008.4
2023-04-29,28.9,78.3,0.0,1008.0
2023-04-30,29.5,78.3,0.0,1006.9
2023-05-01,28.3,85.0,0.086,1007.6
2023-05-02,28.9,82.0,0.482,1008.4
2023-05-03,29.5,81.0,0.009,1008.9
2023-05-04,28.6,83.9,3.544,1008.6
2023-05-05,28.8,83.3,19.195,1006.8
2023-05-06,28.8,82.2,1.056,1006.9
2023-05-07,28.4,83.9,44.39,1007.8
2023-05-08,28.1,82.4,0.0,1008.3
2023-05-09,29.6,78.4,0.001,1008.7
2023-05-10,30.3,77.7,0.0,1008.7
2023-05-11,29.2,80.0,0.0,1010.1
2023-05-12,30.5,72.8,0.001,1010.5
2023-05-13,29.0,84.0,19.464,1011.0
2023-05-14,29.4,71.2,0.04,1011.5
2023-05-15,29.1,70.7,0.0,1011.3
2023-05-16,29.7,71.6,0.0,1011.9
2023-05-17,29.5,71.8,0.0,1011.8
2023-05-18,29.1,73.1,0.0,1011.8
2023-05-19,28.9,78.2,0.002,1011.4
2023-05-20,29.3,76.8,0.0,1010.7
2023-05-21,29.2,79.8,2.021,1011.6
2023-05-22,29.0,78.2,0.089,1011.7
2023-05-23,29.1,76.9,0.008,1011.7
2023-05-24,29.0,78.2,0.0,1012.3
2023-05-25,29.3,75.5,0.0,1011.9
2023-05-26,29.7,73.3,0.0,1011.1
2023-05-27,28.9,79.6,17.385,1009.7
2023-05-28,28.8,78.4,0.43,1008.9
2023-05-29,29.4,76.9,0.02,1009.5
2023-05-30,29.1,79.0,0.012,1010.0
2023-05-31,29.1,75.0,0.0,1009.7
2023-06-01,29.1,73.9,0.0,1009.7
2023-06-02,29.7,73.5,0.0,1009.8
2023-06-03,29.7,74.6,0.0,1010.3
2023-06-04,29.5,75.8,0.0,1009.6
2023-06-05,29.2,76.8,0.401,1009.1
2023-06-06,27.6,83.6,2.063,1009.7
2023-06-07,28.9,75.9,0.029,1010.2
2023-06-08,29.3,76.8,0.1,1010.6
2023-06-09,29.3,76.0,0.0,1009.7
2023-06-10,29.4,75.6,0.0,1009.1
2023-06-11,29.4,71.8,0.0,1009.2
2023-06-12,29.5,73.9,0.018,1009.7
2023-06-13,29.8,76.2,0.145,1009.4
2023-06-14,29.0,78.7,0.003,1010.5
2023-06-15,29.1,76.0,0.015,1010.2
2023-06-16,25.9,92.0,40.274,1010.7
2023-06-17,27.3,84.0,0.0,1010.4
2023-06-18,28.0,83.7,0.009,1010.1
2023-06-19,27.1,87.6,26.594,1010.5
2023-06-20,28.7,77.7,0.0,1010.5
2023-06-21,29.2,79.4,0.009,1010.5
2023-06-22,29.1,77.8,2.913,1009.7
2023-06-23,29.3,77.6,0.965,1009.3
2023-06-24,28.9,79.8,0.108,1008.9
2023-06-25,27.9,82.7,34.047,1008.7
2023-06-26,28.0,80.3,0.0,1009.5
2023-06-27,28.2,78.6,0.374,1010.4
2023-06-28,28.9,73.1,0.03,1010.9
2023-06-29,28.6,78.2,30.908,1010.4
2023-06-30,29.0,75.7,0.0,1009.9
